judge,guide 0
capture, seize, catch, grasp, apprehend 1
cease, stop, halt, terminate, discontinue 1
challenge, difficulty, problem, obstacle, hurdle 1
channel, pathway, route, way, conduit 1
characteristic, feature, trait, quality, attribute 1
chart, graph, diagram, table, map 1
clarify, explain, elucidate, simplify, expound 1
classify, categorize, sort, organize, arrange 1
client, customer, patron, buyer, purchaser 1
code, language, cipher, encryption, symbol 1
coincide, correspond, agree, match, conform 1
collaborate, cooperate, work together, join forces, team up 1
colleague, coworker, associate, partner, collaborator 1
commence, begin, start, initiate, launch 1
comment, remark, observation, statement, opinion 1
